app_id,review_date,review_title,user_role_title,company_industry,company_size,score
489,"<div class=""review-date"">April 07, 2020</div>","[""Don't recommend for any size business""]","<div class=""position"">Director Of Operations</div>","<span class=""industry-type"">Consumer Services</span>","<span class=""size"">51-200 employees</span>",1
490,"<div class=""review-date"">Updated February 19, 2020</div>",['Great for reporting.'],"<div class=""position"">Accountant</div>","<span class=""industry-type"">Retail</span>","<span class=""size"">51-200 employees</span>",9
491,"<div class=""review-date"">November 27, 2019</div>",['Good Product!'],"<div class=""position"">HR Manager</div>","<span class=""industry-type"">Hospital &amp; Health Care</span>","<span class=""size"">201-500 employees</span>",8
492,"<div class=""review-date"">November 25, 2019</div>",['Pay less with Paycor'],"<div class=""position"">Associate Director of Finance</div>","<span class=""industry-type"">Non-profit Organization Management</span>","<span class=""size"">51-200 employees</span>",8
493,"<div class=""review-date"">November 22, 2019</div>",['Paycor allows the ability for job costing!'],"<div class=""position"">Senior Accountant</div>","<span class=""industry-type"">Computer Software</span>","<span class=""size"">51-200 employees</span>",10
494,"<div class=""review-date"">November 21, 2019</div>",['Paycor FITS our Organization'],"<div class=""position"">Corporate Accounting Director</div>","<span class=""industry-type"">Accounting</span>","<span class=""size"">201-500 employees</span>",10
495,"<div class=""review-date"">November 20, 2019</div>",['My day is much easier with Paycor!'],"<div class=""position"">Parish Administrator</div>","<span class=""industry-type"">Religious Institutions</span>","<span class=""size"">1-10 employees</span>",10
496,"<div class=""review-date"">November 19, 2019</div>",['A breath of fresh air from survivors of ADP'],"<div class=""position"">Accounting Assistant</div>","<span class=""industry-type"">Non-Profit Organization Management</span>","<span class=""size"">51-200 employees</span>",9
497,"<div class=""review-date"">November 19, 2019</div>",['Paycor is a great choice!'],"<div class=""position"">Director for Human Resources</div>","<span class=""industry-type"">Religious Institutions</span>","<span class=""size"">51-200 employees</span>",10
498,"<div class=""review-date"">November 19, 2019</div>","['Paycor, Save More!']","<div class=""position"">Human Resources Coordinator</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">201-500 employees</span>",8
499,"<div class=""review-date"">Updated November 19, 2019</div>",['Huge Paycor Fan'],"<div class=""position"">HR Specialist</div>","<span class=""industry-type"">Human Resources</span>","<span class=""size"">201-500 employees</span>",10
500,"<div class=""review-date"">February 14, 2020</div>",['Paycor Review'],"<div class=""position"">HR Director</div>","<span class=""industry-type"">Human Resources</span>","<span class=""size"">51-200 employees</span>",1
501,"<div class=""review-date"">January 24, 2020</div>",['Paycor helps us save more and pay more'],"<div class=""position"">Director of Operations</div>","<span class=""industry-type"">Medical Practice</span>","<span class=""size"">51-200 employees</span>",10
502,"<div class=""review-date"">November 22, 2019</div>",['Satisfaction Guaranteed'],"<div class=""position"">HR Supervisor</div>","<span class=""industry-type"">Financial Services</span>","<span class=""size"">201-500 employees</span>",9
503,"<div class=""review-date"">November 21, 2019</div>",['Save time with Paycor'],"<div class=""position"">Manager of Human Resources</div>","<span class=""industry-type"">Warehousing</span>","<span class=""size"">501-1000 employees</span>",10
504,"<div class=""review-date"">November 19, 2019</div>",['Quick and easy'],"<div class=""position"">Administrative Assistant</div>","<span class=""industry-type"">Food Production</span>","<span class=""size"">51-200 employees</span>",10
505,"<div class=""review-date"">November 19, 2019</div>",['Paycor knows customer service'],"<div class=""position"">Controller</div>","<span class=""industry-type"">Construction</span>","<span class=""size"">51-200 employees</span>",9
506,"<div class=""review-date"">November 19, 2019</div>",['Paycor lets me relax'],"<div class=""position"">Corporate Accountant</div>","<span class=""industry-type"">Plastics</span>","<span class=""size"">51-200 employees</span>",9
507,"<div class=""review-date"">November 19, 2019</div>",['Solid product that more than meets our needs'],"<div class=""position"">Chief Operating Officer</div>","<span class=""industry-type"">Non-Profit Organization Management</span>","<span class=""size"">11-50 employees</span>",8
508,"<div class=""review-date"">Updated March 10, 2020</div>","['Paycor, from paper time cards to payroll in the cloud.']","<div class=""position"">Project Manager in Manufacturing</div>","<span class=""industry-type"">Non-Profit Organization Management<span> Company</span></span>","<span class=""size"">201-500 employees</span>",6
509,"<div class=""review-date"">February 26, 2020</div>",['Newton Applicant Tracking System is a wonderful tool!'],"<div class=""position"">Representative in Human Resources</div>","<span class=""industry-type"">Leisure, Travel &amp; Tourism<span> Company</span></span>","<span class=""size"">201-500 employees</span>",10
510,"<div class=""review-date"">Updated February 18, 2020</div>",['Paycor Review'],"<div class=""position"">Administrator in Human Resources</div>","<span class=""industry-type"">Restaurants<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",4
511,"<div class=""review-date"">January 27, 2020</div>","[""It's time to put some resources into the Paycor product!""]","<div class=""position"">Consultant in Corporate</div>","<span class=""industry-type"">Human Resources<span> Company</span></span>","<span class=""size"">1-10 employees</span>",7
512,"<div class=""review-date"">November 20, 2019</div>",['Paycor Review'],"<div class=""position"">Director in Customer Service</div>","<span class=""industry-type"">Religious Institutions<span> Company</span></span>","<span class=""size"">1-10 employees</span>",4
513,"<div class=""review-date"">November 20, 2019</div>",['Paycor'],"<div class=""position"">Executive in Finance and Accounting</div>","<span class=""industry-type"">Religious Institutions<span> Company</span></span>","<span class=""size"">51-200 employees</span>",1
514,"<div class=""review-date"">November 19, 2019</div>",['Paycor saves time and reduces stress regarding compliance'],"<div class=""position"">Director in Finance and Accounting</div>","<span class=""industry-type"">Primary/Secondary Education<span> Company</span></span>","<span class=""size"">11-50 employees</span>",8
515,"<div class=""review-date"">November 19, 2019</div>",['Good Product!'],"<div class=""position"">General Manager in Human Resources</div>","<span class=""industry-type"">Non-Profit Organization Management<span> Company</span></span>","<span class=""size"">201-500 employees</span>",6
516,"<div class=""review-date"">March 03, 2020</div>",['Do NOT go with Paycor'],"<div class=""position"">Supervisor in Corporate</div>","<span class=""industry-type"">Renewables &amp; Environment<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",1
517,"<div class=""review-date"">November 29, 2019</div>",['Great HRIS System'],"<div class=""position"">Manager in Human Resources</div>","<span class=""industry-type"">Horticulture<span> Company</span></span>","<span class=""size"">51-200 employees</span>",9
518,"<div class=""review-date"">November 26, 2019</div>",['Review of Paycor'],"<div class=""position"">Professional in Finance and Accounting</div>","<span class=""industry-type"">Machinery<span> Company</span></span>","<span class=""size"">201-500 employees</span>",4
519,"<div class=""review-date"">November 19, 2019</div>",['Paycor is great!'],"<div class=""position"">Account Manager in Finance and Accounting</div>","<span class=""industry-type"">Education Management<span> Company</span></span>","<span class=""size"">11-50 employees</span>",10
520,"<div class=""review-date"">November 19, 2019</div>",['Paycor Review'],"<div class=""position"">Manager in Corporate</div>","<span class=""industry-type"">Medical Practice<span> Company</span></span>","<span class=""size"">51-200 employees</span>",3
521,"<div class=""review-date"">November 19, 2019</div>",['Paycor is lacking'],"<div class=""position"">Employee in Human Resources</div>","<span class=""industry-type"">Food Production<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",8
522,"<div class=""review-date"">November 19, 2019</div>",['Paycor Review'],"<div class=""position"">Professional in Human Resources</div>","<span class=""industry-type"">Real Estate<span> Company</span></span>","<span class=""size"">201-500 employees</span>",8
523,"<div class=""review-date"">August 29, 2019</div>","['Look no further for a reliable, user-friendly payroll/HRIS platform!']","<div class=""position"">CFO</div>","<span class=""industry-type"">Non-Profit Organization Management</span>","<span class=""size"">51-200 employees</span>",8
524,"<div class=""review-date"">July 05, 2019</div>",['Paycor definitely meets our needs as a medium size business.'],"<div class=""position"">VP of Human Resources</div>","<span class=""industry-type"">Hospitality</span>","<span class=""size"">201-500 employees</span>",9
525,"<div class=""review-date"">June 26, 2019</div>",['Got Time!'],"<div class=""position"">General Manager</div>","<span class=""industry-type"">Hospitality</span>","<span class=""size"">1001-5000 employees</span>",8
526,"<div class=""review-date"">June 26, 2019</div>",['Paycor makes my job easy!'],"<div class=""position"">Executive Assistant</div>","<span class=""industry-type"">Non-Profit Organization Management</span>","<span class=""size"">1-10 employees</span>",9
527,"<div class=""review-date"">June 26, 2019</div>",['So many business needs all in one place'],"<div class=""position"">Office Manager</div>","<span class=""industry-type"">Consumer Services</span>","<span class=""size"">1-10 employees</span>",10
